id;repository;file;line;column;rule
3114;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableFirstTest.java;26;34;TooMany
3115;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableFlatMapCompletableTest.java;32;47;TooMany
3116;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableFlatMapMaybeTest.java;35;41;TooMany
3117;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableFlatMapSingleTest.java;35;42;TooMany
3118;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableFlatMapTest.java;38;36;TooMany
3119;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableFromCallableTest.java;38;41;TooMany
3120;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableFromIterableTest.java;36;41;TooMany
3121;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableGroupByTest.java;39;8;LargeClass
3122;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableGroupByTest.java;39;36;TooMany
3123;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableGroupJoinTest.java;39;38;TooMany
3124;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableIgnoreElementsTest.java;28;43;TooMany
3125;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableJoinTest.java;35;33;TooMany
3126;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableLastTest.java;29;33;TooMany
3127;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableMapTest.java;34;32;TooMany
3128;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableMergeDelayErrorTest.java;32;44;TooMany
3129;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableMergeMaxConcurrentTest.java;32;47;TooMany
3130;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableMergeTest.java;36;8;LargeClass
3131;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableMergeTest.java;36;34;TooMany
3132;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableMergeWithMaybeTest.java;32;43;TooMany
3133;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableMergeWithSingleTest.java;32;44;TooMany
3134;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableObserveOnTest.java;42;38;TooMany
3135;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservablePublishTest.java;38;36;TooMany
3136;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableRangeLongTest.java;30;38;TooMany
3137;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableRangeTest.java;30;34;TooMany
3138;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableReduceTest.java;32;35;TooMany
3139;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableRefCountTest.java;44;8;LargeClass
3140;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableRefCountTest.java;44;37;TooMany
3141;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableRepeatTest.java;36;35;TooMany
3142;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableReplayTest.java;44;8;LargeClass
3143;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableReplayTest.java;44;35;TooMany
3144;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableRetryTest.java;38;34;TooMany
3145;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableRetryWithPredicateTest.java;38;47;TooMany
3146;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableSampleTest.java;32;35;TooMany
3147;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableScalarXMapTest.java;29;39;TooMany
3148;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableScanTest.java;38;33;TooMany
3149;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableSequenceEqualTest.java;28;42;TooMany
3150;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableSingleTest.java;30;35;TooMany
3151;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableSkipLastTimedTest.java;31;42;TooMany
3152;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableSwitchTest.java;39;8;LargeClass
3153;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableSwitchTest.java;39;35;TooMany
3154;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTakeLastTest.java;31;37;TooMany
3155;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTakeLastTimedTest.java;30;42;TooMany
3156;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTakeTest.java;38;33;TooMany
3157;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTakeUntilTest.java;28;38;TooMany
3158;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTakeWhileTest.java;29;38;TooMany
3159;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTimeoutTests.java;35;37;TooMany
3160;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTimeoutWithSelectorTest.java;41;48;TooMany
3161;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTimeoutWithSelectorTest.java;258;12;LongMethod
3162;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableTimerTest.java;37;34;TooMany
3163;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableToListTest.java;31;35;TooMany
3164;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableToMapTest.java;28;34;TooMany
3165;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableToMultimapTest.java;28;39;TooMany
3166;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableToSortedListTest.java;29;41;TooMany
3167;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableUsingTest.java;35;34;TooMany
3168;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithObservableTest.java;37;8;LargeClass
3169;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithObservableTest.java;37;49;TooMany
3170;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithSizeTest.java;34;43;TooMany
3171;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithStartEndObservableTest.java;35;57;TooMany
3172;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithTimeTest.java;36;43;TooMany
3173;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableWithLatestFromTest.java;36;43;TooMany
3174;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableZipIterableTest.java;36;40;TooMany
3175;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableZipTest.java;38;8;LargeClass
3176;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/observable/ObservableZipTest.java;38;32;TooMany
3177;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleAmbTest.java;29;28;TooMany
3178;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleConcatTest.java;27;31;TooMany
3179;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleCreateTest.java;29;31;TooMany
3180;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleDelayTest.java;35;30;TooMany
3181;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleDoOnTest.java;31;29;TooMany
3182;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleFlatMapIterableFlowableTest.java;33;48;TooMany
3183;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleFlatMapIterableObservableTest.java;33;50;TooMany
3184;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleFlatMapTest.java;25;32;TooMany
3185;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleFromCallableTest.java;39;37;TooMany
3186;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleMergeTest.java;26;30;TooMany
3187;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleMiscTest.java;34;29;TooMany
3188;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleTakeUntilTest.java;32;34;TooMany
3189;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleUsingTest.java;32;30;TooMany
3190;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleZipArrayTest.java;30;33;TooMany
3191;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/operators/single/SingleZipIterableTest.java;31;36;TooMany
3192;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/schedulers/ScheduledRunnableTest.java;31;36;TooMany
3193;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/schedulers/SchedulerWhenTest.java;36;32;TooMany
3194;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/subscribers/DeferredScalarSubscriberTest.java;37;43;TooMany
3195;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/subscribers/FutureSubscriberTest.java;30;35;TooMany
3196;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/subscribers/QueueDrainSubscriberTest.java;31;39;TooMany
3197;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/subscriptions/AsyncSubscriptionTest.java;24;36;TooMany
3198;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/util/EndConsumerHelperTest.java;32;36;TooMany
3199;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/util/MiscUtilTest.java;26;27;TooMany
3200;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/internal/util/QueueDrainHelperTest.java;35;35;TooMany
3201;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/maybe/MaybeTest.java;43;8;LargeClass
3202;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/maybe/MaybeTest.java;43;24;TooMany
3203;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observable/ObservableNullTests.java;35;8;LargeClass
3204;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observable/ObservableNullTests.java;35;34;TooMany
3205;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observable/ObservableTest.java;36;8;LargeClass
3206;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observable/ObservableTest.java;36;29;TooMany
3207;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observers/SafeObserverTest.java;28;31;TooMany
3208;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observers/SerializedObserverTest.java;31;8;LargeClass
3209;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observers/SerializedObserverTest.java;31;37;TooMany
3210;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observers/TestObserverTest.java;43;8;LargeClass
3211;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observers/TestObserverTest.java;43;31;TooMany
3212;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/observers/TestObserverTest.java;377;12;LongMethod
3213;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/parallel/ParallelDoOnNextTryTest.java;29;66;TooMany
3214;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/parallel/ParallelFilterTryTest.java;27;64;TooMany
3215;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/parallel/ParallelFlowableTest.java;35;8;LargeClass
3216;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/parallel/ParallelFlowableTest.java;35;35;TooMany
3217;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/parallel/ParallelJoinTest.java;27;31;TooMany
3218;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/parallel/ParallelMapTryTest.java;27;61;TooMany
3219;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/parallel/ParallelRunOnTest.java;35;32;TooMany
3220;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/plugins/RxJavaPluginsTest.java;52;8;LargeClass
3221;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/plugins/RxJavaPluginsTest.java;52;32;TooMany
3222;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/plugins/RxJavaPluginsTest.java;1178;12;LongMethod
3223;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/plugins/RxJavaPluginsTest.java;1318;12;LongMethod
3224;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/AsyncProcessorTest.java;34;71;TooMany
3225;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/BehaviorProcessorTest.java;37;74;TooMany
3226;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/MulticastProcessorTest.java;32;37;TooMany
3227;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/PublishProcessorTest.java;34;73;TooMany
3228;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/ReplayProcessorBoundedConcurrencyTest.java;33;12;LongMethod
3229;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/ReplayProcessorConcurrencyTest.java;33;12;LongMethod
3230;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/ReplayProcessorTest.java;37;8;LargeClass
3231;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/ReplayProcessorTest.java;37;72;TooMany
3232;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/SerializedProcessorTest.java;28;38;TooMany
3233;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/processors/UnicastProcessorTest.java;31;73;TooMany
3234;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/schedulers/AbstractSchedulerTests.java;42;46;TooMany
3235;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/schedulers/ExecutorSchedulerTest.java;33;78;TooMany
3236;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/schedulers/FailOnBlockingTest.java;25;33;TooMany
3237;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/schedulers/SchedulerTest.java;32;28;TooMany
3238;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/single/SingleNullTests.java;32;30;TooMany
3239;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/single/SingleSubscribeTest.java;31;34;TooMany
3240;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/single/SingleTest.java;33;25;TooMany
3241;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/AsyncSubjectTest.java;33;60;TooMany
3242;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/BehaviorSubjectTest.java;36;63;TooMany
3243;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/PublishSubjectTest.java;33;62;TooMany
3244;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/ReplaySubjectBoundedConcurrencyTest.java;35;12;LongMethod
3245;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/ReplaySubjectConcurrencyTest.java;35;12;LongMethod
3246;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/ReplaySubjectTest.java;35;8;LargeClass
3247;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/ReplaySubjectTest.java;35;61;TooMany
3248;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/SerializedSubjectTest.java;29;36;TooMany
3249;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/SingleSubjectTest.java;28;32;TooMany
3250;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subjects/UnicastSubjectTest.java;31;62;TooMany
3251;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/SafeSubscriberTest.java;31;8;LargeClass
3252;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/SafeSubscriberTest.java;31;33;TooMany
3253;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/SafeSubscriberWithPluginTest.java;27;43;TooMany
3254;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/SerializedSubscriberTest.java;33;8;LargeClass
3255;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/SerializedSubscriberTest.java;33;39;TooMany
3256;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/TestSubscriberTest.java;41;8;LargeClass
3257;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/TestSubscriberTest.java;41;33;TooMany
3258;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/subscribers/TestSubscriberTest.java;822;12;LongMethod
3259;RxJava;/home/matheus/Documentos/repositories/Java/RxJava/src/test/java/io/reactivex/tck/RefCountProcessor.java;31;99;TooMany
3260;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ApplicationContext.java;69;91;TooMany
3261;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ContactSelectionListFragment.java;70;1;TooMany
3262;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ConversationActivity.java;195;8;LargeClass
3263;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ConversationActivity.java;203;1;TooMany
3264;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ConversationAdapter.java;75;1;TooMany
3265;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ConversationFragment.java;93;1;TooMany
3266;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ConversationItem.java;108;1;TooMany
3267;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ConversationListActivity.java;57;1;TooMany
3268;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ConversationListFragment.java;94;1;TooMany
3269;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/CreateProfileActivity.java;76;92;TooMany
3270;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/DatabaseMigrationActivity.java;24;84;TooMany
3271;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/DatabaseUpgradeActivity.java;190;15;LongMethod
3272;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/DeviceListFragment.java;41;1;TooMany
3273;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/GroupCreateActivity.java;87;1;TooMany
3274;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/MediaPreviewActivity.java;78;170;TooMany
3275;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/MessageDetailsActivity.java;70;143;TooMany
3276;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/PassphrasePromptActivity.java;66;66;TooMany
3277;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/PassphraseRequiredActionBarActivity.java;23;121;TooMany
3278;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/RecipientPreferenceActivity.java;78;1;TooMany
3279;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/RegistrationActivity.java;105;119;TooMany
3280;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/ShareActivity.java;68;1;TooMany
3281;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/VerifyIdentityActivity.java;201;139;TooMany
3282;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/WebRtcCallActivity.java;58;50;TooMany
3283;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/attachments/Attachment.java;9;17;DataClass
3284;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/attachments/Attachment.java;40;20;LongParameterList
3285;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/attachments/DatabaseAttachment.java;8;8;DataClass
3286;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/attachments/DatabaseAttachment.java;15;28;LongParameterList
3287;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/attachments/PointerAttachment.java;18;28;LongParameterList
3288;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/attachments/UriAttachment.java;18;23;LongParameterList
3289;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/audio/AudioSlidePlayer.java;32;62;TooMany
3290;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;6;14;LargeClass
3291;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;57;23;LargeClass
3292;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;59;40;TooMany
3293;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;223;42;TooMany
3294;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;587;103;TooMany
3295;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;1160;88;TooMany
3296;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;1695;44;TooMany
3297;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;2055;92;TooMany
3298;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;2463;38;TooMany
3299;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;2742;86;TooMany
3300;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;3016;34;TooMany
3301;Signal-Android;/home/matheus/Documentos/repositories/Java/Signal-Android/src/org/thoughtcrime/securesms/backup/BackupProtos.java;3293;82;TooMany
